radboudid,guid,label
MONDO_0008289,http://purl.obolibrary.org/obo/MONDO_0008289,brain small vessel disease 1 with or without ocular anomalies
HP_0000103,http://purl.obolibrary.org/obo/HP_0000103,Polyuria
MONDO_0002046,http://purl.obolibrary.org/obo/MONDO_0002046,alcohol abuse
MONDO_0002775,http://purl.obolibrary.org/obo/MONDO_0002775,anovulation
MONDO_0007608,http://purl.obolibrary.org/obo/MONDO_0007608,desmoid tumor
MONDO_0012511,http://purl.obolibrary.org/obo/MONDO_0012511,preterm premature rupture of the membranes
EFO_0000555,http://www.ebi.ac.uk/efo/EFO_0000555,irritable bowel syndrome
HP_0000485,http://purl.obolibrary.org/obo/HP_0000485,Megalocornea
HP_0002013,http://purl.obolibrary.org/obo/HP_0002013,Vomiting
HP_0006834,http://purl.obolibrary.org/obo/HP_0006834,Developmental stagnation at onset of seizures
MONDO_0012880,http://purl.obolibrary.org/obo/MONDO_0012880,hypogonadotropic hypogonadism 5 with or without anosmia
MONDO_0030105,http://purl.obolibrary.org/obo/MONDO_0030105,galactosemia 4
MONDO_0032913,http://purl.obolibrary.org/obo/MONDO_0032913,"congenital heart defects, multiple types, 7"
MONDO_0032916,http://purl.obolibrary.org/obo/MONDO_0032916,Imagawa-Matsumoto syndrome
EFO_0000666,http://www.ebi.ac.uk/efo/EFO_0000666,portal hypertension
EFO_0000730,http://www.ebi.ac.uk/efo/EFO_0000730,undifferentiated sarcoma
MONDO_0003761,http://purl.obolibrary.org/obo/MONDO_0003761,leptomeningeal melanoma
MONDO_0012804,http://purl.obolibrary.org/obo/MONDO_0012804,hypertrophic cardiomyopathy 12
MONDO_0014506,http://purl.obolibrary.org/obo/MONDO_0014506,hypomyelinating leukodystrophy 9
MONDO_0030037,http://purl.obolibrary.org/obo/MONDO_0030037,"neurodevelopmental disorder with hypotonia and cerebellar atrophy, with or without seizures"
MONDO_0032939,http://purl.obolibrary.org/obo/MONDO_0032939,"intellectual developmental disorder, autosomal dominant 63, with macrocephaly"
MONDO_0054813,http://purl.obolibrary.org/obo/MONDO_0054813,"Ehlers-Danlos syndrome, classic-like, 2"
MONDO_0060491,http://purl.obolibrary.org/obo/MONDO_0060491,neurodevelopmental disorder with involuntary movements
MONDO_0060664,http://purl.obolibrary.org/obo/MONDO_0060664,"neurodevelopmental disorder with microcephaly, cataracts, and renal abnormalities"
EFO_0000211,http://www.ebi.ac.uk/efo/EFO_0000211,unspecified peripheral T-cell lymphoma
HP_0000470,http://purl.obolibrary.org/obo/HP_0000470,Short neck
HP_0003124,http://purl.obolibrary.org/obo/HP_0003124,Hypercholesterolemia
HP_0005692,http://purl.obolibrary.org/obo/HP_0005692,obsolete Joint hyperflexibility
MONDO_0024290,http://purl.obolibrary.org/obo/MONDO_0024290,enuresis
EFO_0000553,http://www.ebi.ac.uk/efo/EFO_0000553,invasive lobular carcinoma
MONDO_0002877,http://purl.obolibrary.org/obo/MONDO_0002877,cervical carcinosarcoma
MONDO_0007849,http://purl.obolibrary.org/obo/MONDO_0007849,keratitis fugax hereditaria
MONDO_0008771,http://purl.obolibrary.org/obo/MONDO_0008771,amelogenesis imperfecta type 1G
MONDO_0060761,http://purl.obolibrary.org/obo/MONDO_0060761,neurodevelopmental disorder with epilepsy and hypoplasia of the corpus callosum
EFO_0001066,http://www.ebi.ac.uk/efo/EFO_0001066,experimental autoimmune encephalomyelitis
HP_0004798,http://purl.obolibrary.org/obo/HP_0004798,Recurrent infection of the gastrointestinal tract
MONDO_0012112,http://purl.obolibrary.org/obo/MONDO_0012112,hypertrophic cardiomyopathy 10
MONDO_0030918,http://purl.obolibrary.org/obo/MONDO_0030918,"intellectual disability, autosomal dominant 52"
HP_0001260,http://purl.obolibrary.org/obo/HP_0001260,Dysarthria
HP_0001407,http://purl.obolibrary.org/obo/HP_0001407,Hepatic cysts
HP_0002180,http://purl.obolibrary.org/obo/HP_0002180,Neurodegeneration
HP_0008209,http://purl.obolibrary.org/obo/HP_0008209,Premature ovarian insufficiency
HP_0025425,http://purl.obolibrary.org/obo/HP_0025425,Laryngospasm
MONDO_0003181,http://purl.obolibrary.org/obo/MONDO_0003181,lung adenoid cystic carcinoma
MONDO_0011163,http://purl.obolibrary.org/obo/MONDO_0011163,"malignant hyperthermia, susceptibility to, 5"
MONDO_0014572,http://purl.obolibrary.org/obo/MONDO_0014572,Lichtenstein-Knorr syndrome
HP_0002555,http://purl.obolibrary.org/obo/HP_0002555,Absent pubic hair
MONDO_0007290,http://purl.obolibrary.org/obo/MONDO_0007290,cataract 5 multiple types
MONDO_0014137,http://purl.obolibrary.org/obo/MONDO_0014137,"precocious puberty, central, 2"
MONDO_0020847,http://purl.obolibrary.org/obo/MONDO_0020847,"intellectual disability, autosomal dominant 58"
MONDO_0022096,http://purl.obolibrary.org/obo/MONDO_0022096,pyogenic granuloma
MONDO_0032926,http://purl.obolibrary.org/obo/MONDO_0032926,sandestig-stefanova syndrome
EFO_0000678,http://www.ebi.ac.uk/efo/EFO_0000678,pterygium
MONDO_0008593,http://purl.obolibrary.org/obo/MONDO_0008593,trichomegaly
EFO_0001060,http://www.ebi.ac.uk/efo/EFO_0001060,celiac disease
HP_0001030,http://purl.obolibrary.org/obo/HP_0001030,Fragile skin
HP_0002105,http://purl.obolibrary.org/obo/HP_0002105,Hemoptysis
HP_0040083,http://purl.obolibrary.org/obo/HP_0040083,obsolete Toe walking
MONDO_0011173,http://purl.obolibrary.org/obo/MONDO_0011173,thrombocythemia 2
MONDO_0014746,http://purl.obolibrary.org/obo/MONDO_0014746,SLC39A8-CDG
MONDO_0019139,http://purl.obolibrary.org/obo/MONDO_0019139,acquired hemophilia
MONDO_0060551,http://purl.obolibrary.org/obo/MONDO_0060551,"cerebellar atrophy, developmental delay, and seizures"
MONDO_0100096,http://purl.obolibrary.org/obo/MONDO_0100096,COVID-19
EFO_0003766,http://www.ebi.ac.uk/efo/EFO_0003766,obsolete_pain in abdomen
HP_0009926,http://purl.obolibrary.org/obo/HP_0009926,Epiphora
HP_0011840,http://purl.obolibrary.org/obo/HP_0011840,Abnormality of T cell physiology
MONDO_0021765,http://purl.obolibrary.org/obo/MONDO_0021765,radiculitis
MONDO_0004651,http://purl.obolibrary.org/obo/MONDO_0004651,smallpox
MONDO_0014842,http://purl.obolibrary.org/obo/MONDO_0014842,"intellectual disability, autosomal dominant 41"
MONDO_0021812,http://purl.obolibrary.org/obo/MONDO_0021812,adnexal spiradenoma/cylindroma of a sweat gland
MONDO_0025484,http://purl.obolibrary.org/obo/MONDO_0025484,simian acquired immunodeficiency syndrome
MONDO_0060640,http://purl.obolibrary.org/obo/MONDO_0060640,"neurodevelopmental disorder with microcephaly, epilepsy, and brain atrophy"
HP_0000974,http://purl.obolibrary.org/obo/HP_0000974,Hyperextensible skin
MONDO_0015023,http://purl.obolibrary.org/obo/MONDO_0015023,MYPN-related myopathy
MONDO_0017349,http://purl.obolibrary.org/obo/MONDO_0017349,myopericytoma
HP_0001662,http://purl.obolibrary.org/obo/HP_0001662,Bradycardia
HP_0002069,http://purl.obolibrary.org/obo/HP_0002069,Bilateral tonic-clonic seizure
HP_0006000,http://purl.obolibrary.org/obo/HP_0006000,Ureteral obstruction
MONDO_0020634,http://purl.obolibrary.org/obo/MONDO_0020634,grade III meningioma
MONDO_0021115,http://purl.obolibrary.org/obo/MONDO_0021115,luminal B breast carcinoma
MONDO_0032610,http://purl.obolibrary.org/obo/MONDO_0032610,"mitochondrial complex 1 deficiency, nuclear type 5"
MONDO_0033006,http://purl.obolibrary.org/obo/MONDO_0033006,"Galloway-Mowat syndrome 2, X-linked"
MONDO_0019472,http://purl.obolibrary.org/obo/MONDO_0019472,extranodal nasal NK/T cell lymphoma
EFO_0002429,http://www.ebi.ac.uk/efo/EFO_0002429,polycythemia vera
EFO_0002501,http://www.ebi.ac.uk/efo/EFO_0002501,anaplastic oligodendroglioma
HP_0000474,http://purl.obolibrary.org/obo/HP_0000474,Thickened nuchal skin fold
HP_0003546,http://purl.obolibrary.org/obo/HP_0003546,Exercise intolerance
HP_0030839,http://purl.obolibrary.org/obo/HP_0030839,Knee pain
MONDO_0009064,http://purl.obolibrary.org/obo/MONDO_0009064,ocular cystinosis
MONDO_0060556,http://purl.obolibrary.org/obo/MONDO_0060556,"joint laxity, short stature, and myopia"
HP_0005180,http://purl.obolibrary.org/obo/HP_0005180,Tricuspid regurgitation
MONDO_0013196,http://purl.obolibrary.org/obo/MONDO_0013196,Lynch syndrome 8
MONDO_0013483,http://purl.obolibrary.org/obo/MONDO_0013483,"obesity, hyperphagia, and developmental delay"
MONDO_0019558,http://purl.obolibrary.org/obo/MONDO_0019558,discoid lupus erythematosus
MONDO_0054741,http://purl.obolibrary.org/obo/MONDO_0054741,combined oxidative phosphorylation deficiency 34
MONDO_0054742,http://purl.obolibrary.org/obo/MONDO_0054742,combined oxidative phosphorylation deficiency 35
HP_0000726,http://purl.obolibrary.org/obo/HP_0000726,Dementia
HP_0000738,http://purl.obolibrary.org/obo/HP_0000738,Hallucinations
MONDO_0007751,http://purl.obolibrary.org/obo/MONDO_0007751,"hypercholesterolemia, autosomal dominant, type B"
MONDO_0020740,http://purl.obolibrary.org/obo/MONDO_0020740,ectodermal dysplasia and immunodeficiency 1
EFO_0000778,http://www.ebi.ac.uk/efo/EFO_0000778,anthrax infection
HP_0002018,http://purl.obolibrary.org/obo/HP_0002018,Nausea
HP_0002448,http://purl.obolibrary.org/obo/HP_0002448,Progressive encephalopathy
MONDO_0054732,http://purl.obolibrary.org/obo/MONDO_0054732,spermatogenic failure 28
HP_0000400,http://purl.obolibrary.org/obo/HP_0000400,Macrotia
MONDO_0013187,http://purl.obolibrary.org/obo/MONDO_0013187,"factor XIII, A subunit, deficiency of"
MONDO_0013419,http://purl.obolibrary.org/obo/MONDO_0013419,complement component C1s deficiency
HP_0001907,http://purl.obolibrary.org/obo/HP_0001907,Thromboembolism
HP_0011079,http://purl.obolibrary.org/obo/HP_0011079,Impacted tooth
MONDO_0001444,http://purl.obolibrary.org/obo/MONDO_0001444,Chagas disease
HP_0000260,http://purl.obolibrary.org/obo/HP_0000260,Wide anterior fontanel
HP_0002714,http://purl.obolibrary.org/obo/HP_0002714,Downturned corners of mouth
MONDO_0012738,http://purl.obolibrary.org/obo/MONDO_0012738,long QT syndrome 11
MONDO_0013421,http://purl.obolibrary.org/obo/MONDO_0013421,type II complement component 8 deficiency
MONDO_0043224,http://purl.obolibrary.org/obo/MONDO_0043224,multi-infarct dementia
MONDO_0100157,http://purl.obolibrary.org/obo/MONDO_0100157,Imerslund-Grasbeck syndrome type 2
HP_0006536,http://purl.obolibrary.org/obo/HP_0006536,Airway obstruction
HP_0100704,http://purl.obolibrary.org/obo/HP_0100704,Cerebral visual impairment
MONDO_0009867,http://purl.obolibrary.org/obo/MONDO_0009867,lethal congenital glycogen storage disease of heart
MONDO_0016236,http://purl.obolibrary.org/obo/MONDO_0016236,kaposiform hemangioendothelioma
HP_0011713,http://purl.obolibrary.org/obo/HP_0011713,Left bundle branch block
MONDO_0021340,http://purl.obolibrary.org/obo/MONDO_0021340,intertrigo
HP_0001919,http://purl.obolibrary.org/obo/HP_0001919,Acute kidney injury
HP_0002141,http://purl.obolibrary.org/obo/HP_0002141,Gait imbalance
HP_0002355,http://purl.obolibrary.org/obo/HP_0002355,obsolete Difficulty walking
MONDO_0033043,http://purl.obolibrary.org/obo/MONDO_0033043,"spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy"
MONDO_0060577,http://purl.obolibrary.org/obo/MONDO_0060577,"neurodevelopmental disorder with microcephaly, ataxia, and seizures"
HP_0006986,http://purl.obolibrary.org/obo/HP_0006986,Upper limb spasticity
MONDO_0012737,http://purl.obolibrary.org/obo/MONDO_0012737,long QT syndrome 10
MONDO_0013083,http://purl.obolibrary.org/obo/MONDO_0013083,"neuroblastoma, susceptibility to, 3"
MONDO_0014791,http://purl.obolibrary.org/obo/MONDO_0014791,Luscan-Lumish syndrome
MONDO_0030912,http://purl.obolibrary.org/obo/MONDO_0030912,"intellectual disability, autosomal dominant 47"
MONDO_0054559,http://purl.obolibrary.org/obo/MONDO_0054559,"congenital disorder of glycosylation, type IIq"
EFO_0003768,http://www.ebi.ac.uk/efo/EFO_0003768,nicotine dependence
HP_0002829,http://purl.obolibrary.org/obo/HP_0002829,Arthralgia
EFO_0000699,http://www.ebi.ac.uk/efo/EFO_0000699,Sjogren syndrome
HP_0002510,http://purl.obolibrary.org/obo/HP_0002510,Spastic tetraplegia
HP_0006699,http://purl.obolibrary.org/obo/HP_0006699,Premature atrial contractions
MONDO_0017387,http://purl.obolibrary.org/obo/MONDO_0017387,epithelioid sarcoma
MONDO_0032893,http://purl.obolibrary.org/obo/MONDO_0032893,"pachygyria, microcephaly, developmental delay, and dysmorphic facies, with or without seizures"
HP_0002653,http://purl.obolibrary.org/obo/HP_0002653,Bone pain
HP_0005521,http://purl.obolibrary.org/obo/HP_0005521,Disseminated intravascular coagulation
HP_0008935,http://purl.obolibrary.org/obo/HP_0008935,Generalized neonatal hypotonia
HP_0012664,http://purl.obolibrary.org/obo/HP_0012664,Reduced left ventricular ejection fraction
HP_0000219,http://purl.obolibrary.org/obo/HP_0000219,Thin upper lip vermilion
HP_0000331,http://purl.obolibrary.org/obo/HP_0000331,Short chin
MONDO_0014080,http://purl.obolibrary.org/obo/MONDO_0014080,osteosclerotic metaphyseal dysplasia
MONDO_0016735,http://purl.obolibrary.org/obo/MONDO_0016735,papillary glioneuronal tumor
MONDO_0024280,http://purl.obolibrary.org/obo/MONDO_0024280,polyarticular arthritis
HP_0005241,http://purl.obolibrary.org/obo/HP_0005241,Total intestinal aganglionosis
MONDO_0007788,http://purl.obolibrary.org/obo/MONDO_0007788,hypertriglyceridemia 1
MONDO_0030058,http://purl.obolibrary.org/obo/MONDO_0030058,"hearing loss, autosomal dominant 77"
MONDO_0060457,http://purl.obolibrary.org/obo/MONDO_0060457,autoinflammation with arthritis and dyskeratosis
HP_0000989,http://purl.obolibrary.org/obo/HP_0000989,Pruritus
HP_0010783,http://purl.obolibrary.org/obo/HP_0010783,Erythema
MONDO_0012657,http://purl.obolibrary.org/obo/MONDO_0012657,Mungan syndrome
EFO_0002430,http://www.ebi.ac.uk/efo/EFO_0002430,primary myelofibrosis
HP_0000368,http://purl.obolibrary.org/obo/HP_0000368,"obsolete Low-set, posteriorly rotated ears"
HP_0000408,http://purl.obolibrary.org/obo/HP_0000408,Progressive sensorineural hearing impairment
HP_0030242,http://purl.obolibrary.org/obo/HP_0030242,Portal vein thrombosis
MONDO_0007962,http://purl.obolibrary.org/obo/MONDO_0007962,megalodactyly
MONDO_0012933,http://purl.obolibrary.org/obo/MONDO_0012933,"breast-ovarian cancer, familial, susceptibility to, 2"
HP_0002032,http://purl.obolibrary.org/obo/HP_0002032,Esophageal atresia
HP_0003010,http://purl.obolibrary.org/obo/HP_0003010,Prolonged bleeding time
HP_0011868,http://purl.obolibrary.org/obo/HP_0011868,Sciatica
MONDO_0003523,http://purl.obolibrary.org/obo/MONDO_0003523,gastrin-producing neuroendocrine tumor
MONDO_0004169,http://purl.obolibrary.org/obo/MONDO_0004169,premenstrual tension
MONDO_0018648,http://purl.obolibrary.org/obo/MONDO_0018648,Keratocystic odontogenic tumor
HP_0000603,http://purl.obolibrary.org/obo/HP_0000603,Central scotoma
HP_0001623,http://purl.obolibrary.org/obo/HP_0001623,Breech presentation
MONDO_0001087,http://purl.obolibrary.org/obo/MONDO_0001087,schizotypal personality disorder
MONDO_0011369,http://purl.obolibrary.org/obo/MONDO_0011369,"hypercholesterolemia, autosomal dominant, 3"
MONDO_0030015,http://purl.obolibrary.org/obo/MONDO_0030015,bone marrow failure syndrome 6
MONDO_0030048,http://purl.obolibrary.org/obo/MONDO_0030048,harderoporphyria
HP_0007716,http://purl.obolibrary.org/obo/HP_0007716,Uveal melanoma
HP_0009045,http://purl.obolibrary.org/obo/HP_0009045,Exercise-induced rhabdomyolysis
MONDO_0014497,http://purl.obolibrary.org/obo/MONDO_0014497,polyendocrine-polyneuropathy syndrome
MONDO_0030013,http://purl.obolibrary.org/obo/MONDO_0030013,immunodeficiency 66
MONDO_0044326,http://purl.obolibrary.org/obo/MONDO_0044326,developmental delay and seizures with or without movement abnormalities
EFO_0000660,http://www.ebi.ac.uk/efo/EFO_0000660,polycystic ovary syndrome
MONDO_0010075,http://purl.obolibrary.org/obo/MONDO_0010075,"spondyloepimetaphyseal dysplasia with joint laxity, type 1, with or without fractures"
HP_0003270,http://purl.obolibrary.org/obo/HP_0003270,Abdominal distention
MONDO_0001658,http://purl.obolibrary.org/obo/MONDO_0001658,nontoxic goiter
MONDO_0008887,http://purl.obolibrary.org/obo/MONDO_0008887,bronchiectasis with or without elevated sweat chloride 1
MONDO_0013477,http://purl.obolibrary.org/obo/MONDO_0013477,hypertrophic cardiomyopathy 20
MONDO_0014386,http://purl.obolibrary.org/obo/MONDO_0014386,platelet-type bleeding disorder 18
HP_0004420,http://purl.obolibrary.org/obo/HP_0004420,Arterial thrombosis
MONDO_0029133,http://purl.obolibrary.org/obo/MONDO_0029133,"muscular dystrophy, limb-girdle, autosomal dominant 4"
HP_0001634,http://purl.obolibrary.org/obo/HP_0001634,Mitral valve prolapse
HP_0001653,http://purl.obolibrary.org/obo/HP_0001653,Mitral regurgitation
HP_0002980,http://purl.obolibrary.org/obo/HP_0002980,Femoral bowing
HP_0007305,http://purl.obolibrary.org/obo/HP_0007305,CNS demyelination
HP_0100523,http://purl.obolibrary.org/obo/HP_0100523,Liver abscess
MONDO_0002618,http://purl.obolibrary.org/obo/MONDO_0002618,undifferentiated high grade pleomorphic sarcoma of bone
MONDO_0014206,http://purl.obolibrary.org/obo/MONDO_0014206,severe early-onset pulmonary alveolar proteinosis due to MARS deficiency
MONDO_0024546,http://purl.obolibrary.org/obo/MONDO_0024546,"hypertrophic osteoarthropathy, primary, autosomal recessive, 1"
EFO_0003084,http://www.ebi.ac.uk/efo/EFO_0003084,round cell liposarcoma
HP_0000303,http://purl.obolibrary.org/obo/HP_0000303,Mandibular prognathia
MONDO_0010555,http://purl.obolibrary.org/obo/MONDO_0010555,X-linked chondrodysplasia punctata 1
MONDO_0010895,http://purl.obolibrary.org/obo/MONDO_0010895,ABCD syndrome
MONDO_0012320,http://purl.obolibrary.org/obo/MONDO_0012320,"migraine, familial hemiplegic, 3"
MONDO_0013343,http://purl.obolibrary.org/obo/MONDO_0013343,C1Q deficiency
MONDO_0022963,http://purl.obolibrary.org/obo/MONDO_0022963,desmoplastic infantile astrocytoma
MONDO_0040500,http://purl.obolibrary.org/obo/MONDO_0040500,glycosylphosphatidylinositol biosynthesis defect 16
EFO_0000495,http://www.ebi.ac.uk/efo/EFO_0000495,fetal growth restriction
EFO_0002610,http://www.ebi.ac.uk/efo/EFO_0002610,cocaine dependence
EFO_0003015,http://www.ebi.ac.uk/efo/EFO_0003015,aggressive behavior
HP_0001541,http://purl.obolibrary.org/obo/HP_0001541,Ascites
HP_0002079,http://purl.obolibrary.org/obo/HP_0002079,Hypoplasia of the corpus callosum
HP_0004209,http://purl.obolibrary.org/obo/HP_0004209,Clinodactyly of the 5th finger
HP_0030096,http://purl.obolibrary.org/obo/HP_0030096,Abnormal muscle fiber dystrophin expression
HP_0100582,http://purl.obolibrary.org/obo/HP_0100582,Nasal polyposis
MONDO_0013860,http://purl.obolibrary.org/obo/MONDO_0013860,idiopathic membranous glomerulonephritis
MONDO_0019439,http://purl.obolibrary.org/obo/MONDO_0019439,AA amyloidosis
MONDO_0045056,http://purl.obolibrary.org/obo/MONDO_0045056,grade II meningioma
EFO_0003811,http://www.ebi.ac.uk/efo/EFO_0003811,refractory anemia with excess blasts
HP_0000348,http://purl.obolibrary.org/obo/HP_0000348,High forehead
MONDO_0001539,http://purl.obolibrary.org/obo/MONDO_0001539,retinal perforation
MONDO_0014263,http://purl.obolibrary.org/obo/MONDO_0014263,8q24.3 microdeletion syndrome
MONDO_0032885,http://purl.obolibrary.org/obo/MONDO_0032885,"spondyloepimetaphyseal dysplasia, Isidor-Toutain type"
MONDO_0033201,http://purl.obolibrary.org/obo/MONDO_0033201,"hearing loss, autosomal recessive 57"
EFO_0000225,http://www.ebi.ac.uk/efo/EFO_0000225,acute quadriplegic myopathy
MONDO_0001784,http://purl.obolibrary.org/obo/MONDO_0001784,malignant renovascular hypertension
MONDO_0014820,http://purl.obolibrary.org/obo/MONDO_0014820,mitochondrial DNA depletion syndrome 14 (cardioencephalomyopathic type)
MONDO_0030020,http://purl.obolibrary.org/obo/MONDO_0030020,combined oxidative phosphorylation deficiency 44
MONDO_0032935,http://purl.obolibrary.org/obo/MONDO_0032935,rhizomelic limb shortening with dysmorphic features
MONDO_0042233,http://purl.obolibrary.org/obo/MONDO_0042233,disseminated candidiasis
MONDO_0100130,http://purl.obolibrary.org/obo/MONDO_0100130,adult acute respiratory distress syndrome
HP_0002381,http://purl.obolibrary.org/obo/HP_0002381,Aphasia
HP_0003458,http://purl.obolibrary.org/obo/HP_0003458,EMG: myopathic abnormalities
HP_0100014,http://purl.obolibrary.org/obo/HP_0100014,Epiretinal membrane
MONDO_0015009,http://purl.obolibrary.org/obo/MONDO_0015009,lymphatic malformation 7
MONDO_0043765,http://purl.obolibrary.org/obo/MONDO_0043765,presbycusis
HP_0004326,http://purl.obolibrary.org/obo/HP_0004326,Cachexia
HP_0006515,http://purl.obolibrary.org/obo/HP_0006515,Interstitial pneumonitis
MONDO_0007564,http://purl.obolibrary.org/obo/MONDO_0007564,pilomatrixoma
MONDO_0013062,http://purl.obolibrary.org/obo/MONDO_0013062,long QT syndrome 12
MONDO_0029131,http://purl.obolibrary.org/obo/MONDO_0029131,"peripheral neuropathy, autosomal recessive, with or without impaired intellectual development"
MONDO_0054591,http://purl.obolibrary.org/obo/MONDO_0054591,Stankiewicz-Isidor syndrome
EFO_0000557,http://www.ebi.ac.uk/efo/EFO_0000557,juvenile dermatomyositis
HP_0001737,http://purl.obolibrary.org/obo/HP_0001737,Pancreatic cysts
HP_0002655,http://purl.obolibrary.org/obo/HP_0002655,Spondyloepiphyseal dysplasia
HP_0006517,http://purl.obolibrary.org/obo/HP_0006517,Intraalveolar phospholipid accumulation
MONDO_0007844,http://purl.obolibrary.org/obo/MONDO_0007844,hypogonadotropic hypogonadism 2 with or without anosmia
MONDO_0032915,http://purl.obolibrary.org/obo/MONDO_0032915,long QT syndrome 16
MONDO_0014757,http://purl.obolibrary.org/obo/MONDO_0014757,macrothrombocytopenia-lymphedema-developmental delay-facial dysmorphism-camptodactyly syndrome
MONDO_0044787,http://purl.obolibrary.org/obo/MONDO_0044787,nasal cavity and paranasal sinus squamous cell carcinoma
HP_0000713,http://purl.obolibrary.org/obo/HP_0000713,Agitation
HP_0000774,http://purl.obolibrary.org/obo/HP_0000774,Narrow chest
HP_0002104,http://purl.obolibrary.org/obo/HP_0002104,Apnea
MONDO_0002083,http://purl.obolibrary.org/obo/MONDO_0002083,Richter syndrome
MONDO_0010796,http://purl.obolibrary.org/obo/MONDO_0010796,"Parkinson disease, mitochondrial"
MONDO_0014274,http://purl.obolibrary.org/obo/MONDO_0014274,L-ferritin deficiency
MONDO_0032896,http://purl.obolibrary.org/obo/MONDO_0032896,spermatogenic failure 42
HP_0000938,http://purl.obolibrary.org/obo/HP_0000938,Osteopenia
HP_0009762,http://purl.obolibrary.org/obo/HP_0009762,Facial wrinkling
MONDO_0000468,http://purl.obolibrary.org/obo/MONDO_0000468,third-degree atrioventricular block
MONDO_0060650,http://purl.obolibrary.org/obo/MONDO_0060650,Leber congenital amaurosis with early-onset deafness
EFO_0000180,http://www.ebi.ac.uk/efo/EFO_0000180,HIV-1 infection
MONDO_0026768,http://purl.obolibrary.org/obo/MONDO_0026768,"obsolete warfarin sensitivity, X-linked"
HP_0001269,http://purl.obolibrary.org/obo/HP_0001269,Hemiparesis
HP_0001959,http://purl.obolibrary.org/obo/HP_0001959,Polydipsia
HP_0002028,http://purl.obolibrary.org/obo/HP_0002028,Chronic diarrhea
MONDO_0014795,http://purl.obolibrary.org/obo/MONDO_0014795,"exercise intolerance, riboflavin-responsive"
MONDO_0015523,http://purl.obolibrary.org/obo/MONDO_0015523,epithelioid hemangioendothelioma
MONDO_0033482,http://purl.obolibrary.org/obo/MONDO_0033482,spinocerebellar ataxia 47
HP_0002094,http://purl.obolibrary.org/obo/HP_0002094,Dyspnea
HP_0040223,http://purl.obolibrary.org/obo/HP_0040223,Pulmonary hemorrhage
HP_0200023,http://purl.obolibrary.org/obo/HP_0200023,Priapism
MONDO_0014839,http://purl.obolibrary.org/obo/MONDO_0014839,"chorea, childhood-onset, with psychomotor retardation"
MONDO_0024275,http://purl.obolibrary.org/obo/MONDO_0024275,amebic dysentery
EFO_0003083,http://www.ebi.ac.uk/efo/EFO_0003083,pleomorphic liposarcoma
HP_0000952,http://purl.obolibrary.org/obo/HP_0000952,Jaundice
HP_0001065,http://purl.obolibrary.org/obo/HP_0001065,Striae distensae
HP_0001300,http://purl.obolibrary.org/obo/HP_0001300,Parkinsonism
HP_0002063,http://purl.obolibrary.org/obo/HP_0002063,Rigidity
HP_0012899,http://purl.obolibrary.org/obo/HP_0012899,Handgrip myotonia
HP_0100608,http://purl.obolibrary.org/obo/HP_0100608,Metrorrhagia
MONDO_0000170,http://purl.obolibrary.org/obo/MONDO_0000170,"microphthalmia, isolated, with coloboma"
MONDO_0009652,http://purl.obolibrary.org/obo/MONDO_0009652,GNPTG-mucolipidosis
MONDO_0011074,http://purl.obolibrary.org/obo/MONDO_0011074,autosomal dominant nonsyndromic hearing loss 7
MONDO_0014946,http://purl.obolibrary.org/obo/MONDO_0014946,Sifrim-Hitz-Weiss syndrome
MONDO_0032912,http://purl.obolibrary.org/obo/MONDO_0032912,Coffin-Siris syndrome 11
MONDO_0060532,http://purl.obolibrary.org/obo/MONDO_0060532,congenital heart defects and skeletal malformations syndrome
HP_0000294,http://purl.obolibrary.org/obo/HP_0000294,Low anterior hairline
HP_0000958,http://purl.obolibrary.org/obo/HP_0000958,Dry skin
HP_0001891,http://purl.obolibrary.org/obo/HP_0001891,Iron deficiency anemia
HP_0012332,http://purl.obolibrary.org/obo/HP_0012332,Abnormal autonomic nervous system physiology
MONDO_0003168,http://purl.obolibrary.org/obo/MONDO_0003168,cerebellar pilocytic astrocytoma
MONDO_0013660,http://purl.obolibrary.org/obo/MONDO_0013660,"arthrogryposis, Perthes disease, and upward gaze palsy"
MONDO_0016718,http://purl.obolibrary.org/obo/MONDO_0016718,choroid plexus carcinoma
MONDO_0029134,http://purl.obolibrary.org/obo/MONDO_0029134,severe combined immunodeficiency due to CARMIL2 deficiency
MONDO_0029136,http://purl.obolibrary.org/obo/MONDO_0029136,"muscular dystrophy, limb-girdle, autosomal recessive 23"
HP_0002716,http://purl.obolibrary.org/obo/HP_0002716,Lymphadenopathy
MONDO_0002876,http://purl.obolibrary.org/obo/MONDO_0002876,cervical adenosarcoma
MONDO_0016736,http://purl.obolibrary.org/obo/MONDO_0016736,rosette-forming glioneuronal tumor of fourth ventricule
MONDO_0019470,http://purl.obolibrary.org/obo/MONDO_0019470,aggressive NK-cell leukemia
HP_0002121,http://purl.obolibrary.org/obo/HP_0002121,Generalized non-motor (absence) seizure
MONDO_0008596,http://purl.obolibrary.org/obo/MONDO_0008596,trichorhinophalangeal syndrome type I
MONDO_0014889,http://purl.obolibrary.org/obo/MONDO_0014889,"striatonigral degeneration, childhood-onset"
MONDO_0022394,http://purl.obolibrary.org/obo/MONDO_0022394,cervical intraepithelial neoplasia
MONDO_0030049,http://purl.obolibrary.org/obo/MONDO_0030049,"46,xx sex reversal 5"
