radboudsource,sourceguid,sourcelabel,radboudtarget,targetguid,targetlabel
CHEMBL454446,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL454446,CEFDITOREN PIVOXIL,HP_0011110,http://purl.obolibrary.org/obo/HP_0011110,Recurrent tonsillitis
CHEMBL454446,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL454446,CEFDITOREN PIVOXIL,EFO_0006505,http://www.ebi.ac.uk/efo/EFO_0006505,chronic bronchitis
CHEMBL643,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL643,PROMETHAZINE,HP_0000989,http://purl.obolibrary.org/obo/HP_0000989,Pruritus
CHEMBL679,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL679,EPINEPHRINE,HP_0001742,http://purl.obolibrary.org/obo/HP_0001742,Nasal congestion
CHEMBL679,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL679,EPINEPHRINE,HP_0006536,http://purl.obolibrary.org/obo/HP_0006536,Airway obstruction
CHEMBL679,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL679,EPINEPHRINE,EFO_0004278,http://www.ebi.ac.uk/efo/EFO_0004278,sudden cardiac arrest
CHEMBL679,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL679,EPINEPHRINE,EFO_0003956,http://www.ebi.ac.uk/efo/EFO_0003956,seasonal allergic rhinitis
CHEMBL119423,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL119423,TISOPURINE,EFO_0004274,http://www.ebi.ac.uk/efo/EFO_0004274,gout
CHEMBL1435,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1435,CEFAZOLIN,EFO_0003830,http://www.ebi.ac.uk/efo/EFO_0003830,prostatitis
CHEMBL2105689,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2105689,LULICONAZOLE,EFO_0007510,http://www.ebi.ac.uk/efo/EFO_0007510,tinea
CHEMBL2105689,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2105689,LULICONAZOLE,EFO_0007512,http://www.ebi.ac.uk/efo/EFO_0007512,tinea pedis
CHEMBL539697,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL539697,DABIGATRAN ETEXILATE,HP_0004419,http://purl.obolibrary.org/obo/HP_0004419,Recurrent thrombophlebitis
CHEMBL539697,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL539697,DABIGATRAN ETEXILATE,EFO_0003907,http://www.ebi.ac.uk/efo/EFO_0003907,deep vein thrombosis
CHEMBL1201583,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201583,BEVACIZUMAB,EFO_0003016,http://www.ebi.ac.uk/efo/EFO_0003016,collecting duct carcinoma
CHEMBL1201583,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201583,BEVACIZUMAB,EFO_0000335,http://www.ebi.ac.uk/efo/EFO_0000335,chromophobe renal cell carcinoma
CHEMBL1742982,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1742982,AFLIBERCEPT,EFO_0004683,http://www.ebi.ac.uk/efo/EFO_0004683,wet macular degeneration
CHEMBL2105720,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2105720,LESINURAD,EFO_0004274,http://www.ebi.ac.uk/efo/EFO_0004274,gout
CHEMBL2105720,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2105720,LESINURAD,EFO_0009104,http://www.ebi.ac.uk/efo/EFO_0009104,hyperuricemia
CHEMBL2362016,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2362016,ARSENIC TRIOXIDE,EFO_0000224,http://www.ebi.ac.uk/efo/EFO_0000224,acute promyelocytic leukemia
CHEMBL3545363,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3545363,GLECAPREVIR,EFO_0004220,http://www.ebi.ac.uk/efo/EFO_0004220,chronic hepatitis C virus infection
CHEMBL56367,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL56367,NIMESULIDE,HP_0002829,http://purl.obolibrary.org/obo/HP_0002829,Arthralgia
CHEMBL6622,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL6622,ISOSORBIDE DINITRATE,EFO_0009552,http://www.ebi.ac.uk/efo/EFO_0009552,hemorrhoid
CHEMBL836,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL836,TAMSULOSIN,EFO_0000284,http://www.ebi.ac.uk/efo/EFO_0000284,benign prostatic hyperplasia
CHEMBL1349,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1349,VALACYCLOVIR,EFO_0007204,http://www.ebi.ac.uk/efo/EFO_0007204,chickenpox
CHEMBL1349,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1349,VALACYCLOVIR,EFO_0007282,http://www.ebi.ac.uk/efo/EFO_0007282,genital herpes
CHEMBL1349,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1349,VALACYCLOVIR,EFO_1001347,http://www.ebi.ac.uk/efo/EFO_1001347,Herpes Labialis
CHEMBL582,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL582,ISOPROPYL ALCOHOL,EFO_0003898,http://www.ebi.ac.uk/efo/EFO_0003898,ankylosing spondylitis
CHEMBL582,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL582,ISOPROPYL ALCOHOL,EFO_1001485,http://www.ebi.ac.uk/efo/EFO_1001485,acromegaly
CHEMBL1201201,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201201,METHAMPHETAMINE,EFO_0003888,http://www.ebi.ac.uk/efo/EFO_0003888,attention deficit hyperactivity disorder
CHEMBL13,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL13,METOPROLOL,EFO_0003913,http://www.ebi.ac.uk/efo/EFO_0003913,angina pectoris
CHEMBL461101,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL461101,ELTROMBOPAG,EFO_0007160,http://www.ebi.ac.uk/efo/EFO_0007160,autoimmune thrombocytopenic purpura
CHEMBL461101,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL461101,ELTROMBOPAG,EFO_0006927,http://www.ebi.ac.uk/efo/EFO_0006927,severe aplastic anemia
CHEMBL477,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL477,ADENOSINE,EFO_1001450,http://www.ebi.ac.uk/efo/EFO_1001450,Wolff-Parkinson-White Syndrome
CHEMBL477,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL477,ADENOSINE,EFO_0009493,http://www.ebi.ac.uk/efo/EFO_0009493,paroxysmal tachycardia
CHEMBL1200929,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200929,ZINC SULFATE,EFO_0001070,http://www.ebi.ac.uk/efo/EFO_0001070,folate deficiency
CHEMBL1200929,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200929,ZINC SULFATE,HP_0001891,http://purl.obolibrary.org/obo/HP_0001891,Iron deficiency anemia
CHEMBL1201313,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201313,CHLOPHEDIANOL,HP_0012735,http://purl.obolibrary.org/obo/HP_0012735,Cough
CHEMBL1430,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1430,PENICILLAMINE,Orphanet_905,http://www.orpha.net/ORDO/Orphanet_905,Wilson disease
CHEMBL1491,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1491,AMLODIPINE,HP_0003124,http://purl.obolibrary.org/obo/HP_0003124,Hypercholesterolemia
CHEMBL1491,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1491,AMLODIPINE,EFO_1000013,http://www.ebi.ac.uk/efo/EFO_1000013,Prinzmetal's angina
CHEMBL1491,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1491,AMLODIPINE,EFO_0003913,http://www.ebi.ac.uk/efo/EFO_0003913,angina pectoris
CHEMBL2095212,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2095212,MIRABEGRON,HP_0000103,http://purl.obolibrary.org/obo/HP_0000103,Polyuria
CHEMBL2095212,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2095212,MIRABEGRON,EFO_1000781,http://www.ebi.ac.uk/efo/EFO_1000781,overactive bladder
CHEMBL2103830,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2103830,FOSTAMATINIB,EFO_0007160,http://www.ebi.ac.uk/efo/EFO_0007160,autoimmune thrombocytopenic purpura
CHEMBL2103870,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2103870,LUMACAFTOR,Orphanet_586,http://www.orpha.net/ORDO/Orphanet_586,Cystic fibrosis
CHEMBL278172,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL278172,BENZOCAINE,HP_0000989,http://purl.obolibrary.org/obo/HP_0000989,Pruritus
CHEMBL278172,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL278172,BENZOCAINE,EFO_0009552,http://www.ebi.ac.uk/efo/EFO_0009552,hemorrhoid
CHEMBL779,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL779,TADALAFIL,HP_0000802,http://purl.obolibrary.org/obo/HP_0000802,Impotence
CHEMBL779,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL779,TADALAFIL,EFO_0000284,http://www.ebi.ac.uk/efo/EFO_0000284,benign prostatic hyperplasia
CHEMBL1164729,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1164729,FEBUXOSTAT,EFO_0004274,http://www.ebi.ac.uk/efo/EFO_0004274,gout
CHEMBL1164729,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1164729,FEBUXOSTAT,EFO_0009104,http://www.ebi.ac.uk/efo/EFO_0009104,hyperuricemia
CHEMBL1201505,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201505,"FIBRINOLYSIN, HUMAN",HP_0004419,http://purl.obolibrary.org/obo/HP_0004419,Recurrent thrombophlebitis
CHEMBL174,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL174,AMPICILLIN,EFO_1001888,http://www.ebi.ac.uk/efo/EFO_1001888,eye infection
CHEMBL206253,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL206253,NETUPITANT,EFO_0006911,http://www.ebi.ac.uk/efo/EFO_0006911,Chemotherapy-induced nausea and vomiting
CHEMBL1471,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1471,APREPITANT,HP_0002018,http://purl.obolibrary.org/obo/HP_0002018,Nausea
CHEMBL1471,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1471,APREPITANT,EFO_0004888,http://www.ebi.ac.uk/efo/EFO_0004888,post operative nausea and vomiting
CHEMBL1471,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1471,APREPITANT,EFO_0006911,http://www.ebi.ac.uk/efo/EFO_0006911,Chemotherapy-induced nausea and vomiting
CHEMBL2108709,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108709,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,EFO_0004229,http://www.ebi.ac.uk/efo/EFO_0004229,Dupuytren Contracture
CHEMBL493982,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL493982,VORAPAXAR,HP_0004419,http://purl.obolibrary.org/obo/HP_0004419,Recurrent thrombophlebitis
CHEMBL493982,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL493982,VORAPAXAR,EFO_0004265,http://www.ebi.ac.uk/efo/EFO_0004265,peripheral arterial disease
CHEMBL923,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL923,RISEDRONIC ACID,EFO_0003854,http://www.ebi.ac.uk/efo/EFO_0003854,postmenopausal osteoporosis
CHEMBL1201420,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201420,UROKINASE,HP_0004419,http://purl.obolibrary.org/obo/HP_0004419,Recurrent thrombophlebitis
CHEMBL1201594,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201594,RASBURICASE,EFO_0004274,http://www.ebi.ac.uk/efo/EFO_0004274,gout
CHEMBL1743079,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1743079,TEPROTUMUMAB,EFO_1001466,http://www.ebi.ac.uk/efo/EFO_1001466,Graves ophthalmopathy
CHEMBL243712,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL243712,AMISULPRIDE,EFO_0004888,http://www.ebi.ac.uk/efo/EFO_0004888,post operative nausea and vomiting
CHEMBL262777,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL262777,VANCOMYCIN,EFO_1001888,http://www.ebi.ac.uk/efo/EFO_1001888,eye infection
CHEMBL416956,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL416956,MEFLOQUINE,EFO_0007444,http://www.ebi.ac.uk/efo/EFO_0007444,Plasmodium falciparum malaria
CHEMBL416956,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL416956,MEFLOQUINE,EFO_0007445,http://www.ebi.ac.uk/efo/EFO_0007445,Plasmodium vivax malaria
CHEMBL424,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL424,SALICYLIC ACID,EFO_0003894,http://www.ebi.ac.uk/efo/EFO_0003894,acne
CHEMBL424,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL424,SALICYLIC ACID,EFO_0005752,http://www.ebi.ac.uk/efo/EFO_0005752,eye inflammation
CHEMBL476,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL476,DACARBAZINE,EFO_0002617,http://www.ebi.ac.uk/efo/EFO_0002617,metastatic melanoma
CHEMBL49080,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL49080,CLENBUTEROL,HP_0006536,http://purl.obolibrary.org/obo/HP_0006536,Airway obstruction
CHEMBL511,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL511,PYRILAMINE,HP_0000989,http://purl.obolibrary.org/obo/HP_0000989,Pruritus
CHEMBL561,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL561,LOMEFLOXACIN,EFO_1001888,http://www.ebi.ac.uk/efo/EFO_1001888,eye infection
CHEMBL70246,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL70246,ACEFYLLINE,HP_0006536,http://purl.obolibrary.org/obo/HP_0006536,Airway obstruction
CHEMBL885,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL885,EMTRICITABINE,EFO_0000180,http://www.ebi.ac.uk/efo/EFO_0000180,HIV-1 infection
CHEMBL997,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL997,IBANDRONIC ACID,EFO_0003854,http://www.ebi.ac.uk/efo/EFO_0003854,postmenopausal osteoporosis
CHEMBL1118,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1118,DESVENLAFAXINE,MONDO_0002009,http://purl.obolibrary.org/obo/MONDO_0002009,major depressive disorder
CHEMBL12,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL12,DIAZEPAM,HP_0000713,http://purl.obolibrary.org/obo/HP_0000713,Agitation
CHEMBL1282,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1282,IMIQUIMOD,EFO_0002496,http://www.ebi.ac.uk/efo/EFO_0002496,actinic keratosis
CHEMBL1465,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1465,PHENPROCOUMON,HP_0004419,http://purl.obolibrary.org/obo/HP_0004419,Recurrent thrombophlebitis
CHEMBL267345,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL267345,AMPHOTERICIN B,EFO_0005045,http://www.ebi.ac.uk/efo/EFO_0005045,visceral Leishmaniasis
CHEMBL267345,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL267345,AMPHOTERICIN B,EFO_0007380,http://www.ebi.ac.uk/efo/EFO_0007380,mucormycosis
CHEMBL267345,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL267345,AMPHOTERICIN B,EFO_0007310,http://www.ebi.ac.uk/efo/EFO_0007310,histoplasmosis
CHEMBL267345,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL267345,AMPHOTERICIN B,EFO_0007228,http://www.ebi.ac.uk/efo/EFO_0007228,cryptococcal meningitis
CHEMBL714,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL714,ALBUTEROL,HP_0025428,http://purl.obolibrary.org/obo/HP_0025428,obsolete Bronchospasm
CHEMBL714,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL714,ALBUTEROL,HP_0006536,http://purl.obolibrary.org/obo/HP_0006536,Airway obstruction
CHEMBL12610,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL12610,BENZYDAMINE,HP_0002829,http://purl.obolibrary.org/obo/HP_0002829,Arthralgia
CHEMBL1382,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1382,TOLTERODINE,HP_0000103,http://purl.obolibrary.org/obo/HP_0000103,Polyuria
CHEMBL1382,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1382,TOLTERODINE,EFO_1000781,http://www.ebi.ac.uk/efo/EFO_1000781,overactive bladder
CHEMBL1743043,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1743043,MOXETUMOMAB PASUDOTOX,EFO_1000956,http://www.ebi.ac.uk/efo/EFO_1000956,hairy cell leukemia
CHEMBL334966,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL334966,CANGRELOR,HP_0004419,http://purl.obolibrary.org/obo/HP_0004419,Recurrent thrombophlebitis
CHEMBL3545062,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3545062,VELPATASVIR,EFO_0004220,http://www.ebi.ac.uk/efo/EFO_0004220,chronic hepatitis C virus infection
CHEMBL672,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL672,FENOFIBRATE,HP_0003124,http://purl.obolibrary.org/obo/HP_0003124,Hypercholesterolemia
CHEMBL1193,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1193,PHENIRAMINE,HP_0000989,http://purl.obolibrary.org/obo/HP_0000989,Pruritus
CHEMBL1201764,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201764,FESOTERODINE,HP_0000103,http://purl.obolibrary.org/obo/HP_0000103,Polyuria
CHEMBL1201764,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201764,FESOTERODINE,EFO_1000781,http://www.ebi.ac.uk/efo/EFO_1000781,overactive bladder
CHEMBL1509,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1509,DROSPIRENONE,EFO_0003894,http://www.ebi.ac.uk/efo/EFO_0003894,acne
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,HP_0001094,http://purl.obolibrary.org/obo/HP_0001094,Iridocyclitis
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,EFO_0004276,http://www.ebi.ac.uk/efo/EFO_0004276,Stevens-Johnson syndrome
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,EFO_0005752,http://www.ebi.ac.uk/efo/EFO_0005752,eye inflammation
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,EFO_1000941,http://www.ebi.ac.uk/efo/EFO_1000941,frozen shoulder
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,EFO_1001194,http://www.ebi.ac.uk/efo/EFO_1001194,subacute thyroiditis
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,EFO_0004274,http://www.ebi.ac.uk/efo/EFO_0004274,gout
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,EFO_0007160,http://www.ebi.ac.uk/efo/EFO_0007160,autoimmune thrombocytopenic purpura
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,EFO_1000039,http://www.ebi.ac.uk/efo/EFO_1000039,meningeal tuberculosis
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,EFO_0009456,http://www.ebi.ac.uk/efo/EFO_0009456,exfoliative dermatitis
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,EFO_1000694,http://www.ebi.ac.uk/efo/EFO_1000694,erythema multiforme
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,EFO_0007403,http://www.ebi.ac.uk/efo/EFO_0007403,ophthalmic herpes zoster
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,EFO_1000997,http://www.ebi.ac.uk/efo/EFO_1000997,iritis
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,EFO_1001896,http://www.ebi.ac.uk/efo/EFO_1001896,lateral epicondylitis
CHEMBL1650,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1650,CORTISONE ACETATE,EFO_1001205,http://www.ebi.ac.uk/efo/EFO_1001205,sympathetic ophthalmia
CHEMBL1743029,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1743029,IBALIZUMAB,EFO_0000180,http://www.ebi.ac.uk/efo/EFO_0000180,HIV-1 infection
CHEMBL25,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL25,ASPIRIN,HP_0004419,http://purl.obolibrary.org/obo/HP_0004419,Recurrent thrombophlebitis
CHEMBL29,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL29,BENZYLPENICILLIN,EFO_1001888,http://www.ebi.ac.uk/efo/EFO_1001888,eye infection
CHEMBL405,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL405,AMPHETAMINE,EFO_0000614,http://www.ebi.ac.uk/efo/EFO_0000614,obsolete_narcolepsy with cataplexy
CHEMBL405,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL405,AMPHETAMINE,EFO_0003888,http://www.ebi.ac.uk/efo/EFO_0003888,attention deficit hyperactivity disorder
CHEMBL408513,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL408513,BELINOSTAT,EFO_0000211,http://www.ebi.ac.uk/efo/EFO_0000211,unspecified peripheral T-cell lymphoma
CHEMBL494,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL494,ILOPROST,HP_0004419,http://purl.obolibrary.org/obo/HP_0004419,Recurrent thrombophlebitis
CHEMBL1201512,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201512,FOMIVIRSEN SODIUM,EFO_1001888,http://www.ebi.ac.uk/efo/EFO_1001888,eye infection
CHEMBL1237025,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1237025,PEGLOTICASE,EFO_0004274,http://www.ebi.ac.uk/efo/EFO_0004274,gout
CHEMBL1466,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1466,DICUMAROL,HP_0004419,http://purl.obolibrary.org/obo/HP_0004419,Recurrent thrombophlebitis
CHEMBL184,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL184,ACYCLOVIR,EFO_1001888,http://www.ebi.ac.uk/efo/EFO_1001888,eye infection
CHEMBL184,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL184,ACYCLOVIR,EFO_0007204,http://www.ebi.ac.uk/efo/EFO_0007204,chickenpox
CHEMBL184,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL184,ACYCLOVIR,EFO_0007282,http://www.ebi.ac.uk/efo/EFO_0007282,genital herpes
CHEMBL184,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL184,ACYCLOVIR,EFO_1001347,http://www.ebi.ac.uk/efo/EFO_1001347,Herpes Labialis
CHEMBL2109540,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2109540,ALIROCUMAB,Orphanet_391665,http://www.orpha.net/ORDO/Orphanet_391665,Homozygous familial hypercholesterolemia
CHEMBL4297364,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL4297364,OXITROPIUM,HP_0006536,http://purl.obolibrary.org/obo/HP_0006536,Airway obstruction
CHEMBL864,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL864,CARBINOXAMINE,EFO_0003956,http://www.ebi.ac.uk/efo/EFO_0003956,seasonal allergic rhinitis
CHEMBL864,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL864,CARBINOXAMINE,EFO_0007533,http://www.ebi.ac.uk/efo/EFO_0007533,vasomotor rhinitis
CHEMBL864,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL864,CARBINOXAMINE,EFO_0007141,http://www.ebi.ac.uk/efo/EFO_0007141,allergic conjunctivitis
CHEMBL864,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL864,CARBINOXAMINE,EFO_1001417,http://www.ebi.ac.uk/efo/EFO_1001417,"Rhinitis, Allergic, Perennial"
CHEMBL894,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL894,BUPROPION,MONDO_0002009,http://purl.obolibrary.org/obo/MONDO_0002009,major depressive disorder
CHEMBL1086,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1086,DIBUCAINE,HP_0000989,http://purl.obolibrary.org/obo/HP_0000989,Pruritus
CHEMBL1086,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1086,DIBUCAINE,EFO_0009552,http://www.ebi.ac.uk/efo/EFO_0009552,hemorrhoid
CHEMBL2108429,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108429,MEPOLIZUMAB,HP_0006536,http://purl.obolibrary.org/obo/HP_0006536,Airway obstruction
CHEMBL2108738,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108738,NIVOLUMAB,EFO_0002617,http://www.ebi.ac.uk/efo/EFO_0002617,metastatic melanoma
CHEMBL389621,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL389621,HYDROCORTISONE,HP_0001742,http://purl.obolibrary.org/obo/HP_0001742,Nasal congestion
CHEMBL389621,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL389621,HYDROCORTISONE,EFO_0009552,http://www.ebi.ac.uk/efo/EFO_0009552,hemorrhoid
CHEMBL389621,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL389621,HYDROCORTISONE,EFO_0005752,http://www.ebi.ac.uk/efo/EFO_0005752,eye inflammation
CHEMBL389621,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL389621,HYDROCORTISONE,EFO_1001347,http://www.ebi.ac.uk/efo/EFO_1001347,Herpes Labialis
CHEMBL435,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL435,HYDROCHLOROTHIAZIDE,EFO_0003913,http://www.ebi.ac.uk/efo/EFO_0003913,angina pectoris
CHEMBL776,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL776,METAPROTERENOL,HP_0006536,http://purl.obolibrary.org/obo/HP_0006536,Airway obstruction
