radboudsource,sourceguid,sourcelabel,targettype
CHEMBL1000,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1000,CETIRIZINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201260,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201260,BETHANIDINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201340,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201340,DIPHEMANIL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL137,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL137,METRONIDAZOLE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1425,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1425,MERCAPTOPURINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL14370,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL14370,REBOXETINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1514,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1514,LEVOMETHADYL ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1697838,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1697838,GLYMIDINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2364648,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2364648,GUSELKUMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL277062,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL277062,BROMAZEPAM,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL289469,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL289469,GRANISETRON,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL3039598,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3039598,FOSINOPRIL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL3137312,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3137312,DASABUVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL350221,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL350221,OXITRIPTAN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL916,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL916,TIROFIBAN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1040,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1040,CALCIFEDIOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL108545,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL108545,METHYL SALICYLATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1146,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1146,CEFAMANDOLE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1200959,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200959,METHDILAZINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201129,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201129,DECITABINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201320,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201320,ESOMEPRAZOLE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1214124,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1214124,PERAMPANEL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1241,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1241,TRIPELENNAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1341,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1341,METHOXYFLURANE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2104993,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2104993,VORTIOXETINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2108396,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108396,DEFIBROTIDE,http://rdf.ebi.ac.uk/terms/chembl#Oligonucleotide
CHEMBL349803,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL349803,PIRETANIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL3707357,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3707357,BROLUCIZUMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL434200,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL434200,TERTATOLOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL655,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL655,MIDAZOLAM,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL787,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL787,MONTELUKAST,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL942,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL942,BISACODYL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201573,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201573,OPRELVEKIN,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL1214185,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1214185,ROXITHROMYCIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1538,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1538,TENOFOVIR DISOPROXIL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1697856,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1697856,BUCETIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2063090,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2063090,GRAZOPREVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2105637,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2105637,DELAFLOXACIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2107175,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2107175,RANELIC ACID,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2108184,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108184,CROFELEMER,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL223228,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL223228,EFAVIRENZ,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL32800,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL32800,FENOTEROL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL397420,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL397420,ACENOCOUMAROL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL550348,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL550348,DEFERASIROX,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL635,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL635,PREDNISONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1171837,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1171837,PONATINIB,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1200907,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200907,TRILOSTANE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201247,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201247,GOSERELIN,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL1201341,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201341,ECHOTHIOPHATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201837,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201837,ECALLANTIDE,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL1291,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1291,METIPRANOLOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1520,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1520,VARDENAFIL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1541,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1541,CEFIXIME,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1909079,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1909079,STANNOUS FLUORIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2108675,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108675,DUPILUMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL36715,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL36715,PIRACETAM,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL3989738,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3989738,POLYMYXIN B,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL453,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL453,SULFISOXAZOLE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL455,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL455,SULFACETAMIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL568,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL568,OXAZEPAM,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL61006,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL61006,PHENYLPROPANOLAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201319,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201319,METARAMINOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201629,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201629,INSULIN PURIFIED BEEF,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL1201752,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201752,IXABEPILONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1237024,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1237024,SIPULEUCEL-T,http://rdf.ebi.ac.uk/terms/chembl#CellTherapy
CHEMBL1303,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1303,ROTIGOTINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1547,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1547,THIAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1595,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1595,DIHYDROCODEINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL182,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL182,GANCICLOVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL19236,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL19236,MOXONIDINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2108041,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108041,OCRELIZUMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL231884,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL231884,DIOSMIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2364612,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2364612,LATANOPROSTENE BUNOD,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL271227,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL271227,ABIRATERONE ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL3218576,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3218576,COPANLISIB,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL3545123,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3545123,PIBRENTASVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL365795,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL365795,TIAPROFENIC ACID,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL4101807,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL4101807,VOXELOTOR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL413965,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL413965,FELBINAC,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL522038,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL522038,XIMELAGATRAN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL553025,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL553025,VINORELBINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL565,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL565,CLOFIBRATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL796,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL796,METHYLPHENIDATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL817,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL817,TOLAZAMIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL92870,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL92870,LIDOFLAZINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL98,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL98,VORINOSTAT,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1113,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1113,AMOXAPINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201207,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201207,BETAMETHASONE PHOSPHORIC ACID,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201531,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201531,VERATRUM VIRIDE ROOT,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201570,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201570,ANAKINRA,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL1201586,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201586,PALIVIZUMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL1354,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1354,SODIUM ACETATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1447,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1447,LINCOMYCIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1661,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1661,LACTITOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1684,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1684,BENDROFLUMETHIAZIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL189,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL189,MILRINONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2103872,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2103872,CEFTOLOZANE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL22242,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL22242,REMOXIPRIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL304902,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL304902,CLOTHIAPINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL406,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL406,INDAPAMIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL418995,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL418995,AMINEPTINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL451887,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL451887,CARFILZOMIB,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL525610,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL525610,TERIPARATIDE,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL61593,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL61593,CYCLOTHIAZIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1393,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1393,SPIRONOLACTONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1455,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1455,ALTRETAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1510,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1510,ELETRIPTAN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL177,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL177,AMIKACIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL189963,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL189963,PALBOCICLIB,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2403108,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2403108,CERITINIB,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL302795,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL302795,TENOXICAM,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL314437,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL314437,MEPTAZINOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL428,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL428,TROVAFLOXACIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL514800,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL514800,APREMILAST,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL689,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL689,MANNITOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL6995,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL6995,PRACTOLOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1161,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1161,MOMETASONE FUROATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1200737,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1200737,COLFOSCERIL PALMITATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201229,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201229,DEMECARIUM,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1224,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1224,ACRIVASTINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1272,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1272,REPAGLINIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1743047,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1743047,NECITUMUMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL1751,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1751,DIGOXIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL2108581,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2108581,CATUMAXOMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
CHEMBL2109065,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2109065,DROTRECOGIN ALFA (ACTIVATED),http://rdf.ebi.ac.uk/terms/chembl#UnknownSubstance
CHEMBL2205807,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2205807,ABAMETAPIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL222813,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL222813,ZANAMIVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL3989949,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL3989949,CENOBAMATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL413,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL413,SIROLIMUS,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL427216,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL427216,GLICLAZIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL4297229,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL4297229,PRABOTULINUMTOXIN A,http://rdf.ebi.ac.uk/terms/chembl#UnknownSubstance
CHEMBL4297536,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL4297536,PATISIRAN SODIUM,http://rdf.ebi.ac.uk/terms/chembl#Oligonucleotide
CHEMBL4594214,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL4594214,ZICONOTIDE,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL508102,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL508102,CARBIMAZOLE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL597,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL597,PHENTOLAMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL941,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL941,IMATINIB,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1014,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1014,CANDESARTAN CILEXETIL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1089318,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1089318,OPICAPONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1123,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1123,DICYCLOMINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1139,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1139,EPOPROSTENOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1187833,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1187833,UMECLIDINIUM,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201631,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201631,INSULIN,http://rdf.ebi.ac.uk/terms/chembl#ProteinMolecule
CHEMBL1232131,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1232131,DOBESILIC ACID,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1480987,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1480987,CYCLANDELATE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1594,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1594,PANTOTHENIC ACID,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1755,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1755,CONIVAPTAN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL4297620,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL4297620,SOLRIAMFETOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL4298110,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL4298110,FERRIC MALTOL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL452231,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL452231,TENIPOSIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL58,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL58,MITOXANTRONE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL715,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL715,OLANZAPINE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL729,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL729,LOPINAVIR,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL996,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL996,CEFOXITIN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1042,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1042,CHOLECALCIFEROL,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1072,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1072,BUMETANIDE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1112,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1112,ARIPIPRAZOLE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1166,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1166,ARGATROBAN,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201,THIOTHIXENE,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201224,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201224,CEFMENOXIME,http://rdf.ebi.ac.uk/terms/chembl#SmallMolecule
CHEMBL1201439,http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1201439,BASILIXIMAB,http://rdf.ebi.ac.uk/terms/chembl#Antibody
