radboudsource,sourceguid,sourcelabel,radboudtarget,targetguid,targetlabel
MONDO_0002764,http://purl.obolibrary.org/obo/MONDO_0002764,urethra squamous cell carcinoma,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
MONDO_0002764,http://purl.obolibrary.org/obo/MONDO_0002764,urethra squamous cell carcinoma,EFO_0010285,http://www.ebi.ac.uk/efo/EFO_0010285,integumentary system disease
MONDO_0007883,http://purl.obolibrary.org/obo/MONDO_0007883,"periodic fever, immunodeficiency, and thrombocytopenia syndrome",OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0011071,http://purl.obolibrary.org/obo/MONDO_0011071,hereditary thrombocytopenia and hematologic cancer predisposition syndrome,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0011071,http://purl.obolibrary.org/obo/MONDO_0011071,hereditary thrombocytopenia and hematologic cancer predisposition syndrome,EFO_0005803,http://www.ebi.ac.uk/efo/EFO_0005803,hematologic disease
MONDO_0012590,http://purl.obolibrary.org/obo/MONDO_0012590,XFE progeroid syndrome,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0030118,http://purl.obolibrary.org/obo/MONDO_0030118,silver-russell syndrome 4,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0030118,http://purl.obolibrary.org/obo/MONDO_0030118,silver-russell syndrome 4,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0030118,http://purl.obolibrary.org/obo/MONDO_0030118,silver-russell syndrome 4,MONDO_0002025,http://purl.obolibrary.org/obo/MONDO_0002025,psychiatric disorder
MONDO_0032760,http://purl.obolibrary.org/obo/MONDO_0032760,developmental delay with or without dysmorphic facies and autism,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0032934,http://purl.obolibrary.org/obo/MONDO_0032934,genitourinary and/or brain malformation syndrome,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
HP_0000179,http://purl.obolibrary.org/obo/HP_0000179,Thick lower lip vermilion,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0000892,http://purl.obolibrary.org/obo/HP_0000892,Bifid ribs,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0002883,http://purl.obolibrary.org/obo/HP_0002883,Hyperventilation,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0003487,http://purl.obolibrary.org/obo/HP_0003487,Babinski sign,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0003865,http://purl.obolibrary.org/obo/HP_0003865,Bowed humerus,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0004482,http://purl.obolibrary.org/obo/HP_0004482,Relative macrocephaly,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0009778,http://purl.obolibrary.org/obo/HP_0009778,Short thumb,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
MONDO_0003744,http://purl.obolibrary.org/obo/MONDO_0003744,spindle cell intraocular melanoma,EFO_0001379,http://www.ebi.ac.uk/efo/EFO_0001379,endocrine system disease
MONDO_0003744,http://purl.obolibrary.org/obo/MONDO_0003744,spindle cell intraocular melanoma,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
MONDO_0003744,http://purl.obolibrary.org/obo/MONDO_0003744,spindle cell intraocular melanoma,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0003744,http://purl.obolibrary.org/obo/MONDO_0003744,spindle cell intraocular melanoma,EFO_0010285,http://www.ebi.ac.uk/efo/EFO_0010285,integumentary system disease
MONDO_0003744,http://purl.obolibrary.org/obo/MONDO_0003744,spindle cell intraocular melanoma,MONDO_0024458,http://purl.obolibrary.org/obo/MONDO_0024458,disorder of visual system
MONDO_0014493,http://purl.obolibrary.org/obo/MONDO_0014493,autoimmune lymphoproliferative syndrome due to CTLA4 haploinsufficiency,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
MONDO_0014493,http://purl.obolibrary.org/obo/MONDO_0014493,autoimmune lymphoproliferative syndrome due to CTLA4 haploinsufficiency,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0014493,http://purl.obolibrary.org/obo/MONDO_0014493,autoimmune lymphoproliferative syndrome due to CTLA4 haploinsufficiency,EFO_0000540,http://www.ebi.ac.uk/efo/EFO_0000540,immune system disease
MONDO_0014995,http://purl.obolibrary.org/obo/MONDO_0014995,"neurodevelopmental disorder with hypotonia, seizures, and absent language",OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0044316,http://purl.obolibrary.org/obo/MONDO_0044316,"thrombocytopenia, anemia, and myelofibrosis",OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
EFO_0001425,http://www.ebi.ac.uk/efo/EFO_0001425,ischemic cardiomyopathy,OTAR_0000010,http://www.ebi.ac.uk/efo/OTAR_0000010,OTAR_0000010
EFO_0001425,http://www.ebi.ac.uk/efo/EFO_0001425,ischemic cardiomyopathy,EFO_0000319,http://www.ebi.ac.uk/efo/EFO_0000319,cardiovascular disease
EFO_0001425,http://www.ebi.ac.uk/efo/EFO_0001425,ischemic cardiomyopathy,OTAR_0000006,http://www.ebi.ac.uk/efo/OTAR_0000006,OTAR_0000006
EFO_0003026,http://www.ebi.ac.uk/efo/EFO_0003026,minimally differentiated acute myeloblastic leukemia,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
EFO_0003026,http://www.ebi.ac.uk/efo/EFO_0003026,minimally differentiated acute myeloblastic leukemia,OTAR_0000006,http://www.ebi.ac.uk/efo/OTAR_0000006,OTAR_0000006
EFO_0003026,http://www.ebi.ac.uk/efo/EFO_0003026,minimally differentiated acute myeloblastic leukemia,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
EFO_0003026,http://www.ebi.ac.uk/efo/EFO_0003026,minimally differentiated acute myeloblastic leukemia,EFO_0005803,http://www.ebi.ac.uk/efo/EFO_0005803,hematologic disease
EFO_0003026,http://www.ebi.ac.uk/efo/EFO_0003026,minimally differentiated acute myeloblastic leukemia,EFO_0000540,http://www.ebi.ac.uk/efo/EFO_0000540,immune system disease
HP_0011900,http://purl.obolibrary.org/obo/HP_0011900,Hypofibrinogenemia,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0030276,http://purl.obolibrary.org/obo/HP_0030276,obsolete Small scrotum,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0030436,http://purl.obolibrary.org/obo/HP_0030436,Fibrofolliculoma,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0031284,http://purl.obolibrary.org/obo/HP_0031284,Flushing,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
MONDO_0011216,http://purl.obolibrary.org/obo/MONDO_0011216,hemochromatosis type 2A,MONDO_0024297,http://purl.obolibrary.org/obo/MONDO_0024297,obsolete nutritional or metabolic disease
MONDO_0011216,http://purl.obolibrary.org/obo/MONDO_0011216,hemochromatosis type 2A,EFO_0010282,http://www.ebi.ac.uk/efo/EFO_0010282,gastrointestinal disease
MONDO_0011216,http://purl.obolibrary.org/obo/MONDO_0011216,hemochromatosis type 2A,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0013551,http://purl.obolibrary.org/obo/MONDO_0013551,hereditary spastic paraplegia 47,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0013551,http://purl.obolibrary.org/obo/MONDO_0013551,hereditary spastic paraplegia 47,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0013551,http://purl.obolibrary.org/obo/MONDO_0013551,hereditary spastic paraplegia 47,MONDO_0002025,http://purl.obolibrary.org/obo/MONDO_0002025,psychiatric disorder
MONDO_0013877,http://purl.obolibrary.org/obo/MONDO_0013877,mitochondrial pyruvate carrier deficiency,MONDO_0024297,http://purl.obolibrary.org/obo/MONDO_0024297,obsolete nutritional or metabolic disease
MONDO_0013877,http://purl.obolibrary.org/obo/MONDO_0013877,mitochondrial pyruvate carrier deficiency,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0013877,http://purl.obolibrary.org/obo/MONDO_0013877,mitochondrial pyruvate carrier deficiency,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0018839,http://purl.obolibrary.org/obo/MONDO_0018839,acquired schizencephaly,EFO_0000319,http://www.ebi.ac.uk/efo/EFO_0000319,cardiovascular disease
MONDO_0018839,http://purl.obolibrary.org/obo/MONDO_0018839,acquired schizencephaly,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0018839,http://purl.obolibrary.org/obo/MONDO_0018839,acquired schizencephaly,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0021024,http://purl.obolibrary.org/obo/MONDO_0021024,"malaria, susceptibility to",OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0021024,http://purl.obolibrary.org/obo/MONDO_0021024,"malaria, susceptibility to",EFO_0000540,http://www.ebi.ac.uk/efo/EFO_0000540,immune system disease
MONDO_0032930,http://purl.obolibrary.org/obo/MONDO_0032930,intellectual developmental disorder with poor growth and with or without seizures or ataxia,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0033654,http://purl.obolibrary.org/obo/MONDO_0033654,"mitochondrial complex 4 deficiency, nuclear type 19",MONDO_0024297,http://purl.obolibrary.org/obo/MONDO_0024297,obsolete nutritional or metabolic disease
MONDO_0033654,http://purl.obolibrary.org/obo/MONDO_0033654,"mitochondrial complex 4 deficiency, nuclear type 19",OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0044792,http://purl.obolibrary.org/obo/MONDO_0044792,large congenital melanocytic nevus,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
MONDO_0044792,http://purl.obolibrary.org/obo/MONDO_0044792,large congenital melanocytic nevus,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0044792,http://purl.obolibrary.org/obo/MONDO_0044792,large congenital melanocytic nevus,EFO_0010285,http://www.ebi.ac.uk/efo/EFO_0010285,integumentary system disease
EFO_0003802,http://www.ebi.ac.uk/efo/EFO_0003802,refractory anemia,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
EFO_0003802,http://www.ebi.ac.uk/efo/EFO_0003802,refractory anemia,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
EFO_0003802,http://www.ebi.ac.uk/efo/EFO_0003802,refractory anemia,EFO_0005803,http://www.ebi.ac.uk/efo/EFO_0005803,hematologic disease
HP_0000666,http://purl.obolibrary.org/obo/HP_0000666,Horizontal nystagmus,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0001537,http://purl.obolibrary.org/obo/HP_0001537,Umbilical hernia,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0006165,http://purl.obolibrary.org/obo/HP_0006165,Proportionate shortening of all digits,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
HP_0410204,http://purl.obolibrary.org/obo/HP_0410204,Increased intestinal transit time,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
MONDO_0004093,http://purl.obolibrary.org/obo/MONDO_0004093,esophageal basaloid carcinoma,EFO_0010282,http://www.ebi.ac.uk/efo/EFO_0010282,gastrointestinal disease
MONDO_0004093,http://purl.obolibrary.org/obo/MONDO_0004093,esophageal basaloid carcinoma,OTAR_0000010,http://www.ebi.ac.uk/efo/OTAR_0000010,OTAR_0000010
MONDO_0004093,http://purl.obolibrary.org/obo/MONDO_0004093,esophageal basaloid carcinoma,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
MONDO_0004093,http://purl.obolibrary.org/obo/MONDO_0004093,esophageal basaloid carcinoma,EFO_0010285,http://www.ebi.ac.uk/efo/EFO_0010285,integumentary system disease
MONDO_0004657,http://purl.obolibrary.org/obo/MONDO_0004657,disseminated chorioretinitis,MONDO_0024458,http://purl.obolibrary.org/obo/MONDO_0024458,disorder of visual system
MONDO_0014061,http://purl.obolibrary.org/obo/MONDO_0014061,Steel syndrome,OTAR_0000006,http://www.ebi.ac.uk/efo/OTAR_0000006,OTAR_0000006
MONDO_0014061,http://purl.obolibrary.org/obo/MONDO_0014061,Steel syndrome,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
MONDO_0029135,http://purl.obolibrary.org/obo/MONDO_0029135,"muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 8",OTAR_0000006,http://www.ebi.ac.uk/efo/OTAR_0000006,OTAR_0000006
MONDO_0029135,http://purl.obolibrary.org/obo/MONDO_0029135,"muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 8",EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
MONDO_0029135,http://purl.obolibrary.org/obo/MONDO_0029135,"muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 8",OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
EFO_0005853,http://www.ebi.ac.uk/efo/EFO_0005853,obsolete_response to silica exposure,GO_0008150,http://purl.obolibrary.org/obo/GO_0008150,""
EFO_0009960,http://www.ebi.ac.uk/efo/EFO_0009960,atypical femoral fracture,OTAR_0000006,http://www.ebi.ac.uk/efo/OTAR_0000006,OTAR_0000006
EFO_0009960,http://www.ebi.ac.uk/efo/EFO_0009960,atypical femoral fracture,OTAR_0000009,http://www.ebi.ac.uk/efo/OTAR_0000009,OTAR_0000009
EFO_0010717,http://www.ebi.ac.uk/efo/EFO_0010717,afebrile,EFO_0000651,http://www.ebi.ac.uk/efo/EFO_0000651,phenotype
EFO_0010977,http://www.ebi.ac.uk/efo/EFO_0010977,macrovascular complications of diabetes,EFO_0000319,http://www.ebi.ac.uk/efo/EFO_0000319,cardiovascular disease
EFO_1000136,http://www.ebi.ac.uk/efo/EFO_1000136,Borderline Ovarian Clear Cell Tumor,OTAR_0000017,http://www.ebi.ac.uk/efo/OTAR_0000017,OTAR_0000017
EFO_1000136,http://www.ebi.ac.uk/efo/EFO_1000136,Borderline Ovarian Clear Cell Tumor,EFO_0009690,http://www.ebi.ac.uk/efo/EFO_0009690,urinary system disease
EFO_1000136,http://www.ebi.ac.uk/efo/EFO_1000136,Borderline Ovarian Clear Cell Tumor,EFO_0001379,http://www.ebi.ac.uk/efo/EFO_0001379,endocrine system disease
EFO_1000136,http://www.ebi.ac.uk/efo/EFO_1000136,Borderline Ovarian Clear Cell Tumor,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
EFO_1000179,http://www.ebi.ac.uk/efo/EFO_1000179,Chronic Neutrophilic Leukemia,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
EFO_1000179,http://www.ebi.ac.uk/efo/EFO_1000179,Chronic Neutrophilic Leukemia,OTAR_0000006,http://www.ebi.ac.uk/efo/OTAR_0000006,OTAR_0000006
EFO_1000179,http://www.ebi.ac.uk/efo/EFO_1000179,Chronic Neutrophilic Leukemia,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
EFO_1000179,http://www.ebi.ac.uk/efo/EFO_1000179,Chronic Neutrophilic Leukemia,EFO_0005803,http://www.ebi.ac.uk/efo/EFO_0005803,hematologic disease
EFO_1000179,http://www.ebi.ac.uk/efo/EFO_1000179,Chronic Neutrophilic Leukemia,EFO_0000540,http://www.ebi.ac.uk/efo/EFO_0000540,immune system disease
EFO_1000404,http://www.ebi.ac.uk/efo/EFO_1000404,Ocular Melanoma with Extraocular Extension,EFO_0001379,http://www.ebi.ac.uk/efo/EFO_0001379,endocrine system disease
EFO_1000404,http://www.ebi.ac.uk/efo/EFO_1000404,Ocular Melanoma with Extraocular Extension,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
EFO_1000404,http://www.ebi.ac.uk/efo/EFO_1000404,Ocular Melanoma with Extraocular Extension,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
EFO_1000404,http://www.ebi.ac.uk/efo/EFO_1000404,Ocular Melanoma with Extraocular Extension,EFO_0010285,http://www.ebi.ac.uk/efo/EFO_0010285,integumentary system disease
EFO_1000404,http://www.ebi.ac.uk/efo/EFO_1000404,Ocular Melanoma with Extraocular Extension,MONDO_0024458,http://purl.obolibrary.org/obo/MONDO_0024458,disorder of visual system
EFO_1000818,http://www.ebi.ac.uk/efo/EFO_1000818,arcus senilis,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
EFO_1000818,http://www.ebi.ac.uk/efo/EFO_1000818,arcus senilis,EFO_0010285,http://www.ebi.ac.uk/efo/EFO_0010285,integumentary system disease
EFO_1000818,http://www.ebi.ac.uk/efo/EFO_1000818,arcus senilis,MONDO_0024458,http://purl.obolibrary.org/obo/MONDO_0024458,disorder of visual system
EFO_1000887,http://www.ebi.ac.uk/efo/EFO_1000887,cutaneous syphilis,OTAR_0000017,http://www.ebi.ac.uk/efo/OTAR_0000017,OTAR_0000017
EFO_1000887,http://www.ebi.ac.uk/efo/EFO_1000887,cutaneous syphilis,EFO_0005741,http://www.ebi.ac.uk/efo/EFO_0005741,infectious disease
EFO_1000887,http://www.ebi.ac.uk/efo/EFO_1000887,cutaneous syphilis,EFO_0009690,http://www.ebi.ac.uk/efo/EFO_0009690,urinary system disease
EFO_1000887,http://www.ebi.ac.uk/efo/EFO_1000887,cutaneous syphilis,EFO_0010285,http://www.ebi.ac.uk/efo/EFO_0010285,integumentary system disease
EFO_1001975,http://www.ebi.ac.uk/efo/EFO_1001975,vulvar leiomyosarcoma,OTAR_0000017,http://www.ebi.ac.uk/efo/OTAR_0000017,OTAR_0000017
EFO_1001975,http://www.ebi.ac.uk/efo/EFO_1001975,vulvar leiomyosarcoma,EFO_0005741,http://www.ebi.ac.uk/efo/EFO_0005741,infectious disease
EFO_1001975,http://www.ebi.ac.uk/efo/EFO_1001975,vulvar leiomyosarcoma,EFO_0009690,http://www.ebi.ac.uk/efo/EFO_0009690,urinary system disease
EFO_1001975,http://www.ebi.ac.uk/efo/EFO_1001975,vulvar leiomyosarcoma,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
EFO_1001975,http://www.ebi.ac.uk/efo/EFO_1001975,vulvar leiomyosarcoma,OTAR_0000006,http://www.ebi.ac.uk/efo/OTAR_0000006,OTAR_0000006
EFO_1002027,http://www.ebi.ac.uk/efo/EFO_1002027,osteomalacia,OTAR_0000006,http://www.ebi.ac.uk/efo/OTAR_0000006,OTAR_0000006
EFO_0005242,http://www.ebi.ac.uk/efo/EFO_0005242,methamphetamine-induced psychosis,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
EFO_0005242,http://www.ebi.ac.uk/efo/EFO_0005242,methamphetamine-induced psychosis,MONDO_0002025,http://purl.obolibrary.org/obo/MONDO_0002025,psychiatric disorder
EFO_0005556,http://www.ebi.ac.uk/efo/EFO_0005556,Gilbert syndrome,MONDO_0024297,http://purl.obolibrary.org/obo/MONDO_0024297,obsolete nutritional or metabolic disease
EFO_0005556,http://www.ebi.ac.uk/efo/EFO_0005556,Gilbert syndrome,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
EFO_0005585,http://www.ebi.ac.uk/efo/EFO_0005585,shigellosis,EFO_0005741,http://www.ebi.ac.uk/efo/EFO_0005741,infectious disease
EFO_0005585,http://www.ebi.ac.uk/efo/EFO_0005585,shigellosis,EFO_0010282,http://www.ebi.ac.uk/efo/EFO_0010282,gastrointestinal disease
EFO_0006862,http://www.ebi.ac.uk/efo/EFO_0006862,Meniere disease,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
EFO_0006862,http://www.ebi.ac.uk/efo/EFO_0006862,Meniere disease,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
EFO_0006862,http://www.ebi.ac.uk/efo/EFO_0006862,Meniere disease,MONDO_0021205,http://purl.obolibrary.org/obo/MONDO_0021205,disorder of ear
EFO_0007467,http://www.ebi.ac.uk/efo/EFO_0007467,Reye syndrome,EFO_0000618,http://www.ebi.ac.uk/efo/EFO_0000618,nervous system disease
EFO_0009065,http://www.ebi.ac.uk/efo/EFO_0009065,calcium oxalate urolithiasis,EFO_0009690,http://www.ebi.ac.uk/efo/EFO_0009690,urinary system disease
EFO_0009391,http://www.ebi.ac.uk/efo/EFO_0009391,obsolete_response to tamoxifen,GO_0008150,http://purl.obolibrary.org/obo/GO_0008150,""
EFO_0010580,http://www.ebi.ac.uk/efo/EFO_0010580,blastic plasmacytoid dendritic cell neoplasm,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
EFO_0010580,http://www.ebi.ac.uk/efo/EFO_0010580,blastic plasmacytoid dendritic cell neoplasm,EFO_0005803,http://www.ebi.ac.uk/efo/EFO_0005803,hematologic disease
EFO_1000932,http://www.ebi.ac.uk/efo/EFO_1000932,extracutaneous mastocytoma,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
EFO_1000932,http://www.ebi.ac.uk/efo/EFO_1000932,extracutaneous mastocytoma,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
EFO_1000932,http://www.ebi.ac.uk/efo/EFO_1000932,extracutaneous mastocytoma,EFO_0005803,http://www.ebi.ac.uk/efo/EFO_0005803,hematologic disease
EFO_1000932,http://www.ebi.ac.uk/efo/EFO_1000932,extracutaneous mastocytoma,EFO_0000540,http://www.ebi.ac.uk/efo/EFO_0000540,immune system disease
EFO_1001341,http://www.ebi.ac.uk/efo/EFO_1001341,Heavy Chain Disease,MONDO_0045024,http://purl.obolibrary.org/obo/MONDO_0045024,cancer or benign tumor
EFO_1001341,http://www.ebi.ac.uk/efo/EFO_1001341,Heavy Chain Disease,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
EFO_1001341,http://www.ebi.ac.uk/efo/EFO_1001341,Heavy Chain Disease,EFO_0005803,http://www.ebi.ac.uk/efo/EFO_0005803,hematologic disease
EFO_1001341,http://www.ebi.ac.uk/efo/EFO_1001341,Heavy Chain Disease,EFO_0000540,http://www.ebi.ac.uk/efo/EFO_0000540,immune system disease
EFO_1001410,http://www.ebi.ac.uk/efo/EFO_1001410,Pythiosis,EFO_0005741,http://www.ebi.ac.uk/efo/EFO_0005741,infectious disease
EFO_1001794,http://www.ebi.ac.uk/efo/EFO_1001794,fetomaternal transfusion,OTAR_0000017,http://www.ebi.ac.uk/efo/OTAR_0000017,OTAR_0000017
EFO_1001794,http://www.ebi.ac.uk/efo/EFO_1001794,fetomaternal transfusion,EFO_0009690,http://www.ebi.ac.uk/efo/EFO_0009690,urinary system disease
EFO_1001794,http://www.ebi.ac.uk/efo/EFO_1001794,fetomaternal transfusion,OTAR_0000014,http://www.ebi.ac.uk/efo/OTAR_0000014,OTAR_0000014
Orphanet_1040,http://www.orpha.net/ORDO/Orphanet_1040,Metaphyseal anadysplasia,OTAR_0000006,http://www.ebi.ac.uk/efo/OTAR_0000006,OTAR_0000006
Orphanet_1040,http://www.orpha.net/ORDO/Orphanet_1040,Metaphyseal anadysplasia,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
EFO_0003958,http://www.ebi.ac.uk/efo/EFO_0003958,sunburn,EFO_0010285,http://www.ebi.ac.uk/efo/EFO_0010285,integumentary system disease
EFO_0003958,http://www.ebi.ac.uk/efo/EFO_0003958,sunburn,OTAR_0000009,http://www.ebi.ac.uk/efo/OTAR_0000009,OTAR_0000009
EFO_0004610,http://www.ebi.ac.uk/efo/EFO_0004610,acute lung injury,OTAR_0000010,http://www.ebi.ac.uk/efo/OTAR_0000010,OTAR_0000010
EFO_0004795,http://www.ebi.ac.uk/efo/EFO_0004795,skin sensitivity to sun,EFO_0010285,http://www.ebi.ac.uk/efo/EFO_0010285,integumentary system disease
EFO_0004795,http://www.ebi.ac.uk/efo/EFO_0004795,skin sensitivity to sun,EFO_0000540,http://www.ebi.ac.uk/efo/EFO_0000540,immune system disease
EFO_0004795,http://www.ebi.ac.uk/efo/EFO_0004795,skin sensitivity to sun,OTAR_0000009,http://www.ebi.ac.uk/efo/OTAR_0000009,OTAR_0000009
EFO_0005879,http://www.ebi.ac.uk/efo/EFO_0005879,cholesterol homeostasis,GO_0008150,http://purl.obolibrary.org/obo/GO_0008150,""
EFO_0007237,http://www.ebi.ac.uk/efo/EFO_0007237,dipetalonemiasis,EFO_0005741,http://www.ebi.ac.uk/efo/EFO_0005741,infectious disease
EFO_0007237,http://www.ebi.ac.uk/efo/EFO_0007237,dipetalonemiasis,EFO_0010285,http://www.ebi.ac.uk/efo/EFO_0010285,integumentary system disease
EFO_0007322,http://www.ebi.ac.uk/efo/EFO_0007322,idiopathic CD4-positive T-lymphocytopenia,OTAR_0000018,http://www.ebi.ac.uk/efo/OTAR_0000018,OTAR_0000018
EFO_0007322,http://www.ebi.ac.uk/efo/EFO_0007322,idiopathic CD4-positive T-lymphocytopenia,EFO_0005803,http://www.ebi.ac.uk/efo/EFO_0005803,hematologic disease
EFO_0007322,http://www.ebi.ac.uk/efo/EFO_0007322,idiopathic CD4-positive T-lymphocytopenia,EFO_0000540,http://www.ebi.ac.uk/efo/EFO_0000540,immune system disease
EFO_0007349,http://www.ebi.ac.uk/efo/EFO_0007349,lumpy skin disease,EFO_0005741,http://www.ebi.ac.uk/efo/EFO_0005741,infectious disease
EFO_0007489,http://www.ebi.ac.uk/efo/EFO_0007489,sphenoid sinusitis,OTAR_0000010,http://www.ebi.ac.uk/efo/OTAR_0000010,OTAR_0000010
EFO_0007489,http://www.ebi.ac.uk/efo/EFO_0007489,sphenoid sinusitis,OTAR_0000006,http://www.ebi.ac.uk/efo/OTAR_0000006,OTAR_0000006
EFO_0009485,http://www.ebi.ac.uk/efo/EFO_0009485,eye injury,OTAR_0000009,http://www.ebi.ac.uk/efo/OTAR_0000009,OTAR_0000009
EFO_0010143,http://www.ebi.ac.uk/efo/EFO_0010143,chronic mountain sickness,OTAR_0000010,http://www.ebi.ac.uk/efo/OTAR_0000010,OTAR_0000010
EFO_0010143,http://www.ebi.ac.uk/efo/EFO_0010143,chronic mountain sickness,OTAR_0000009,http://www.ebi.ac.uk/efo/OTAR_0000009,OTAR_0000009
EFO_0010267,http://www.ebi.ac.uk/efo/EFO_0010267,autosomal dominant intermediate Charcot-Marie-Tooth disease type G,OTAR_0000006,http://www.ebi.ac.uk/efo/OTAR_0000006,OTAR_0000006
